"","year_month","continent","countries_and_territories","country_territory_code","population_2019","cases","deaths"
"1226","2020-08","America","Bonaire, Saint Eustatius and Saba","BES",25983,4,0
"1227","2020-08","America","Brazil","BRA",211049519,1252209,29565
"1228","2020-08","America","British_Virgin_Islands","VGB",30033,29,0
"1229","2020-08","America","Canada","CAN",37411038,12155,188
"1230","2020-08","America","Cayman_Islands","CYM",64948,2,0
"1231","2020-08","America","Chile","CHL",18952035,56438,1867
"1232","2020-08","America","Colombia","COL",50339443,321918,9554
"1233","2020-08","America","Costa_Rica","CRI",5047561,22409,278
"1234","2020-08","America","Cuba","CUB",11333484,1376,7
"1235","2020-08","America","Curacao","CUW",163423,28,0
"1236","2020-08","America","Dominica","DMA",71808,2,0
"1237","2020-08","America","Dominican_Republic","DOM",10738957,26326,535
"1238","2020-08","America","Ecuador","ECU",17373657,29278,898
"1239","2020-08","America","El_Salvador","SLV",6453550,9499,278
"1240","2020-08","America","Falkland_Islands_(Malvinas)","FLK",3372,0,0
"1241","2020-08","America","Greenland","GRL",56660,0,0
"1242","2020-08","America","Grenada","GRD",112002,0,0
"1243","2020-08","America","Guatemala","GTM",17581476,25086,873
"1244","2020-08","America","Guyana","GUY",782775,833,17
"1245","2020-08","America","Haiti","HTI",11263079,797,40
"1246","2020-08","America","Honduras","HND",9746115,18748,546
"1247","2020-08","America","Jamaica","JAM",2948277,1493,11
"1248","2020-08","America","Mexico","MEX",127575529,166047,18158
"1249","2020-08","America","Montserrat","MSF",4991,0,0
"1250","2020-08","America","Nicaragua","NIC",6545503,822,21
"1251","2020-08","America","Panama","PAN",4246440,27874,598
"1252","2020-08","America","Paraguay","PRY",7044639,11988,261
"1253","2020-08","America","Peru","PER",32510462,239674,9767
"1254","2020-08","America","Puerto_Rico","PRI",2933404,16276,220
"1255","2020-08","America","Saint_Kitts_and_Nevis","KNA",52834,0,0
"1256","2020-08","America","Saint_Lucia","LCA",182795,1,0
"1257","2020-08","America","Saint_Vincent_and_the_Grenadines","VCT",110593,8,0
"1258","2020-08","America","Sint_Maarten","SXM",42389,335,2
"1259","2020-08","America","Suriname","SUR",581363,2359,41
"1260","2020-08","America","Trinidad_and_Tobago","TTO",1394969,1519,13
"1261","2020-08","America","Turks_and_Caicos_islands","TCA",38194,403,1
"1262","2020-08","America","United_States_of_America","USA",329064917,1502149,30999
"1263","2020-08","America","United_States_Virgin_Islands","VIR",104579,749,6
"1264","2020-08","America","Uruguay","URY",3461731,342,9
"1265","2020-08","America","Venezuela","VEN",28515829,28009,223
"1266","2020-08","Asia","Afghanistan","AFG",38041757,1620,131
"1267","2020-08","Asia","Bahrain","BHR",1641164,10819,43
"1268","2020-08","Asia","Bangladesh","BGD",163046173,75933,1165
"1269","2020-08","Asia","Bhutan","BTN",763094,123,0
"1270","2020-08","Asia","Brunei_Darussalam","BRN",433296,3,0
"1271","2020-08","Asia","Cambodia","KHM",16486542,40,0
"1272","2020-08","Asia","China","CHN",1433783692,2406,63
"1273","2020-08","Asia","India","IND",1366417756,1982375,28722
"1274","2020-08","Asia","Indonesia","IDN",270625567,65717,2285
"1275","2020-08","Asia","Iran","IRN",82913893,72040,4893
"1276","2020-08","Asia","Iraq","IRQ",39309789,109914,2288
"1277","2020-08","Asia","Israel","ISR",8519373,43641,416
"1278","2020-08","Asia","Japan","JPN",126860299,34091,274
"1279","2020-08","Asia","Jordan","JOR",10101697,775,4
"1280","2020-08","Asia","Kazakhstan","KAZ",18551428,41595,988
"1281","2020-08","Asia","Kuwait","KWT",4207077,18107,85
"1282","2020-08","Asia","Kyrgyzstan","KGZ",6415851,7856,123
"1283","2020-08","Asia","Laos","LAO",7169456,2,0
"1284","2020-08","Asia","Lebanon","LBN",6855709,12536,103
"1285","2020-08","Asia","Malaysia","MYS",31949789,370,2
"1286","2020-08","Asia","Maldives","MDV",530957,3948,12
"1287","2020-08","Asia","Mongolia","MNG",3225166,10,0
"1288","2020-08","Asia","Myanmar","MMR",54045422,434,0
"1289","2020-08","Asia","Nepal","NPL",28608715,19014,169
"1290","2020-08","Asia","Oman","OMN",4974992,6385,256
"1291","2020-08","Asia","Pakistan","PAK",216565317,17544,343
"1292","2020-08","Asia","Palestine","PSE",4981422,14225,82
"1293","2020-08","Asia","Philippines","PHL",108116622,128022,1537
"1294","2020-08","Asia","Qatar","QAT",2832071,8115,26
"1295","2020-08","Asia","Saudi_Arabia","SAU",34268529,40602,1004
"1296","2020-08","Asia","Singapore","SGP",5804343,4962,0
"1297","2020-08","Asia","South_Korea","KOR",51225321,5642,23
"1298","2020-08","Asia","Sri_Lanka","LKA",21323734,198,1
"1299","2020-08","Asia","Syria","SYR",17070132,1965,68
"1300","2020-08","Asia","Taiwan","CNG1925",23773881,21,0
"1301","2020-08","Asia","Tajikistan","TJK",9321023,1184,8
"1302","2020-08","Asia","Thailand","THA",69625581,102,0
"1303","2020-08","Asia","Timor_Leste","TLS",1293120,3,0
"1304","2020-08","Asia","United_Arab_Emirates","ARE",9770526,9184,31
"1305","2020-08","Asia","Uzbekistan","UZB",32981715,18093,180
"1306","2020-08","Asia","Vietnam","VNM",96462108,531,32
"1307","2020-08","Asia","Yemen","YEM",29161922,227,77
"1308","2020-08","Europe","Albania","ALB",2862427,4183,126
"1309","2020-08","Europe","Andorra","AND",76177,202,1
"1310","2020-08","Europe","Armenia","ARM",2957728,5200,139
"1311","2020-08","Europe","Austria","AUT",8858775,6209,15
"1312","2020-08","Europe","Azerbaijan","AZE",10047719,4749,90
"1313","2020-08","Europe","Belarus","BLR",9452409,4022,123
"1314","2020-08","Europe","Belgium","BEL",11455519,15816,185
"1315","2020-08","Europe","Bosnia_and_Herzegovina","BIH",3300998,8345,264
"1316","2020-08","Europe","Bulgaria","BGR",7000039,4770,239
"1317","2020-08","Europe","Croatia","HRV",4076246,5052,40
"1318","2020-08","Europe","Cyprus","CYP",875899,403,2
"1319","2020-08","Europe","Czechia","CZE",10649800,8025,44
"1320","2020-08","Europe","Denmark","DNK",5806081,2975,9
"1321","2020-08","Europe","Estonia","EST",1324820,322,1
"1322","2020-08","Europe","Faroe_Islands","FRO",48677,191,0
"1323","2020-08","Europe","Finland","FIN",5517919,654,6
"1324","2020-08","Europe","France","FRA",67012883,91370,352
"1325","2020-08","Europe","Georgia","GEO",3996762,327,2
"1326","2020-08","Europe","Germany","DEU",83019213,33683,157
"1327","2020-08","Europe","Gibraltar","GIB",33706,98,0
"1328","2020-08","Europe","Greece","GRC",10724599,5733,59
"1329","2020-08","Europe","Guernsey","GGY",64468,0,0
"1330","2020-08","Europe","Holy_See","VAT",815,0,0
"1331","2020-08","Europe","Hungary","HUN",9772756,1456,18
"1332","2020-08","Europe","Iceland","ISL",356991,233,0
"1333","2020-08","Europe","Ireland","IRL",4904240,2733,14
"1334","2020-08","Europe","Isle_of_Man","IMN",84589,0,0
"1335","2020-08","Europe","Italy","ITA",60359546,21060,345
"1336","2020-08","Europe","Jersey","JEY",107796,39,1
"1337","2020-08","Europe","Kosovo","XKX",1798506,5012,316
"1338","2020-08","Europe","Latvia","LVA",1919968,165,3
"1339","2020-08","Europe","Liechtenstein","LIE",38378,19,0
"1340","2020-08","Europe","Lithuania","LTU",2794184,812,6
"1341","2020-08","Europe","Luxembourg","LUX",613894,1394,10
"1342","2020-08","Europe","Malta","MLT",493559,1149,3
"1343","2020-08","Europe","Moldova","MDA",4043258,12753,221
"1344","2020-08","Europe","Monaco","MCO",33085,47,0
"1345","2020-08","Europe","Montenegro","MNE",622182,1717,50
"1346","2020-08","Europe","Netherlands","NLD",17282163,16108,75
"1347","2020-08","Europe","North_Macedonia","MKD",2077132,3304,104
"1348","2020-08","Europe","Norway","NOR",5328212,1371,9
"1349","2020-08","Europe","Poland","POL",37972812,21839,324
"1350","2020-08","Europe","Portugal","PRT",10276617,6900,92
"1351","2020-08","Europe","Romania","ROU",19414458,37194,1274
"1352","2020-08","Europe","Russia","RUS",145872260,155827,3291
"1353","2020-08","Europe","San_Marino","SMR",34453,11,0
"1354","2020-08","Europe","Serbia","SRB",6963764,6152,146
"1355","2020-08","Europe","Slovakia","SVK",5450421,1611,5
"1356","2020-08","Europe","Slovenia","SVN",2080908,726,11
"1357","2020-08","Europe","Spain","ESP",46937060,171164,651
"1358","2020-08","Europe","Sweden","SWE",10230185,7552,70
"1359","2020-08","Europe","Switzerland","CHE",8544527,6973,21
"1360","2020-08","Europe","Turkey","TUR",82003882,38655,652
"1361","2020-08","Europe","Ukraine","UKR",43993643,50280,854
"1362","2020-08","Europe","United_Kingdom","GBR",66647112,32166,330
"1363","2020-08","Oceania","Australia","AUS",25203200,9367,422
"1364","2020-08","Oceania","Fiji","FJI",889955,1,2
"1365","2020-08","Oceania","French_Polynesia","PYF",279285,358,0
"1366","2020-08","Oceania","Guam","GUM",167295,991,5
"1367","2020-08","Oceania","New_Caledonia","NCL",282757,1,0
"1368","2020-08","Oceania","New_Zealand","NZL",4783062,177,0
"1369","2020-08","Oceania","Northern_Mariana_Islands","MNP",57213,14,0
"1370","2020-08","Oceania","Papua_New_Guinea","PNG",8776119,387,3
"1371","2020-09","Africa","Algeria","DZA",43053054,7222,225
"1372","2020-09","Africa","Angola","AGO",31825299,2281,72
"1373","2020-09","Africa","Benin","BEN",11801151,195,0
"1374","2020-09","Africa","Botswana","BWA",2303703,1539,10
"1375","2020-09","Africa","Burkina_Faso","BFA",20321383,664,3
"1376","2020-09","Africa","Burundi","BDI",11530577,61,0
"1377","2020-09","Africa","Cameroon","CMR",25876387,1696,7
"1378","2020-09","Africa","Cape_Verde","CPV",549936,2048,19
"1379","2020-09","Africa","Central_African_Republic","CAF",4745179,125,1
"1380","2020-09","Africa","Chad","TCD",15946882,181,8
"1381","2020-09","Africa","Comoros","COM",850891,56,0
"1382","2020-09","Africa","Congo","COG",5380504,1110,11
"1383","2020-09","Africa","Cote_dIvoire","CIV",25716554,1721,5
"1384","2020-09","Africa","Democratic_Republic_of_the_Congo","COD",86790568,586,14
"1385","2020-09","Africa","Djibouti","DJI",973557,31,1
"1386","2020-09","Africa","Egypt","EGY",100388076,4352,515
"1387","2020-09","Africa","Equatorial_Guinea","GNQ",1355982,89,0
"1388","2020-09","Africa","Eritrea","ERI",3497117,57,0
"1389","2020-09","Africa","Eswatini","SWZ",1148133,901,17
"1390","2020-09","Africa","Ethiopia","ETH",112078727,23462,398
"1391","2020-09","Africa","Gabon","GAB",2172578,247,1
"1392","2020-09","Africa","Gambia","GMB",2347696,616,16
"1393","2020-09","Africa","Ghana","GHA",30417858,2277,25
"1394","2020-09","Africa","Guinea","GIN",12771246,1263,7
"1395","2020-09","Africa","Guinea_Bissau","GNB",1920917,119,5
"1396","2020-09","Africa","Kenya","KEN",52573967,4321,133
"1397","2020-09","Africa","Lesotho","LSO",2125267,510,4
"1398","2020-09","Africa","Liberia","LBR",4937374,39,0
"1399","2020-09","Africa","Libya","LBY",6777453,20591,308
"1400","2020-09","Africa","Madagascar","MDG",26969306,1534,38
"1401","2020-09","Africa","Malawi","MWI",18628749,236,5
"1402","2020-09","Africa","Mali","MLI",19658023,317,4
"1403","2020-09","Africa","Mauritania","MRT",4525698,452,2
"1404","2020-09","Africa","Mauritius","MUS",1269670,35,0
"1405","2020-09","Africa","Morocco","MAR",36471766,59784,1041
"1406","2020-09","Africa","Mozambique","MOZ",30366043,4735,36
"1407","2020-09","Africa","Namibia","NAM",2494524,3775,49
"1408","2020-09","Africa","Niger","NER",23310719,20,0
"1409","2020-09","Africa","Nigeria","NGA",200963603,4782,98
"1410","2020-09","Africa","Rwanda","RWA",12626938,816,13
"1411","2020-09","Africa","Sao_Tome_and_Principe","STP",215048,15,0
"1412","2020-09","Africa","Senegal","SEN",16296362,1389,26
"1413","2020-09","Africa","Seychelles","SYC",97741,7,0
"1414","2020-09","Africa","Sierra_Leone","SLE",7813207,200,2
"1415","2020-09","Africa","Somalia","SOM",15442906,278,2
"1416","2020-09","Africa","South_Africa","ZAF",58558267,47516,2639
"1417","2020-09","Africa","South_Sudan","SSD",11062114,181,2
"1418","2020-09","Africa","Sudan","SDN",42813237,417,13
"1419","2020-09","Africa","Togo","TGO",8082359,363,21
"1420","2020-09","Africa","Tunisia","TUN",11694721,13720,170
"1421","2020-09","Africa","Uganda","UGA",44269587,5089,45
"1422","2020-09","Africa","United_Republic_of_Tanzania","TZA",58005461,0,0
"1423","2020-09","Africa","Western_Sahara","ESH",582458,0,0
"1424","2020-09","Africa","Zambia","ZMB",17861034,2690,45
"1425","2020-09","Africa","Zimbabwe","ZWE",14645473,1425,32
"1426","2020-09","America","Anguilla","AIA",14872,0,0
"1427","2020-09","America","Antigua_and_Barbuda","ATG",97115,7,0
"1428","2020-09","America","Argentina","ARG",44780675,335370,8118
"1429","2020-09","America","Aruba","ABW",106310,1937,16
"1430","2020-09","America","Bahamas","BHS",389486,1736,48
"1431","2020-09","America","Barbados","BRB",287021,17,0
"1432","2020-09","America","Belize","BLZ",390351,949,13
"1433","2020-09","America","Bermuda","BMU",62508,12,0
"1434","2020-09","America","Bolivia","BOL",11513102,18673,2965
"1435","2020-09","America","Bonaire, Saint Eustatius and Saba","BES",25983,91,1
"1436","2020-09","America","Brazil","BRA",211049519,915211,22093
"1437","2020-09","America","British_Virgin_Islands","VGB",30033,34,0
"1438","2020-09","America","Canada","CAN",37411038,29021,174
"1439","2020-09","America","Cayman_Islands","CYM",64948,6,0
"1440","2020-09","America","Chile","CHL",18952035,51326,1481
"1441","2020-09","America","Colombia","COL",50339443,216104,6464
"1442","2020-09","America","Costa_Rica","CRI",5047561,34905,462
"1443","2020-09","America","Cuba","CUB",11333484,1558,28
"1444","2020-09","America","Curacao","CUW",163423,313,0
"1445","2020-09","America","Dominica","DMA",71808,4,0
"1446","2020-09","America","Dominican_Republic","DOM",10738957,17659,420
"1447","2020-09","America","Ecuador","ECU",17373657,30362,957
"1448","2020-09","America","El_Salvador","SLV",6453550,3252,126
"1449","2020-09","America","Falkland_Islands_(Malvinas)","FLK",3372,0,0
"1450","2020-09","America","Greenland","GRL",56660,0,0
"1451","2020-09","America","Grenada","GRD",112002,0,0
"1452","2020-09","America","Guatemala","GTM",17581476,17056,498
"1453","2020-09","America","Guyana","GUY",782775,1612,41
"1454","2020-09","America","Haiti","HTI",11263079,538,28
"1455","2020-09","America","Honduras","HND",9746115,15924,465
"1456","2020-09","America","Jamaica","JAM",2948277,4025,79
"1457","2020-09","America","Mexico","MEX",127575529,142632,13005
"1458","2020-09","America","Montserrat","MSF",4991,0,0
"1459","2020-09","America","Nicaragua","NIC",6545503,676,14
"1460","2020-09","America","Panama","PAN",4246440,19788,369
"1461","2020-09","America","Paraguay","PRY",7044639,22906,533
"1462","2020-09","America","Peru","PER",32510462,164602,3608
"1463","2020-09","America","Puerto_Rico","PRI",2933404,15619,220
"1464","2020-09","America","Saint_Kitts_and_Nevis","KNA",52834,2,0
"1465","2020-09","America","Saint_Lucia","LCA",182795,1,0
"1466","2020-09","America","Saint_Vincent_and_the_Grenadines","VCT",110593,4,0
"1467","2020-09","America","Sint_Maarten","SXM",42389,196,5
"1468","2020-09","America","Suriname","SUR",581363,854,37
"1469","2020-09","America","Trinidad_and_Tobago","TTO",1394969,2780,53
"1470","2020-09","America","Turks_and_Caicos_islands","TCA",38194,179,3
"1471","2020-09","America","United_States_of_America","USA",329064917,1193898,22929
"1472","2020-09","America","United_States_Virgin_Islands","VIR",104579,184,6
"1473","2020-09","America","Uruguay","URY",3461731,448,4
"1474","2020-09","America","Venezuela","VEN",28515829,28495,240
"1475","2020-09","Asia","Afghanistan","AFG",38041757,1092,56
"1476","2020-09","Asia","Bahrain","BHR",1641164,18848,57
"1477","2020-09","Asia","Bangladesh","BGD",163046173,51221,971
"1478","2020-09","Asia","Bhutan","BTN",763094,57,0
"1479","2020-09","Asia","Brunei_Darussalam","BRN",433296,2,0
"1480","2020-09","Asia","Cambodia","KHM",16486542,3,0
"1481","2020-09","Asia","China","CHN",1433783692,633,17
"1482","2020-09","Asia","India","IND",1366417756,2604518,33028
"1483","2020-09","Asia","Indonesia","IDN",270625567,110671,3258
"1484","2020-09","Asia","Iran","IRN",82913893,80067,4524
"1485","2020-09","Asia","Iraq","IRQ",39309789,127113,2163
"1486","2020-09","Asia","Israel","ISR",8519373,122906,609
"1487","2020-09","Asia","Japan","JPN",126860299,15145,285
"1488","2020-09","Asia","Jordan","JOR",10101697,8083,42
"1489","2020-09","Asia","Kazakhstan","KAZ",18551428,10034,297
"1490","2020-09","Asia","Kuwait","KWT",4207077,19932,77
"1491","2020-09","Asia","Kyrgyzstan","KGZ",6415851,2771,6
"1492","2020-09","Asia","Laos","LAO",7169456,1,0
"1493","2020-09","Asia","Lebanon","LBN",6855709,21507,201
"1494","2020-09","Asia","Malaysia","MYS",31949789,1801,8
"1495","2020-09","Asia","Maldives","MDV",530957,2527,6
"1496","2020-09","Asia","Mongolia","MNG",3225166,12,0
"1497","2020-09","Asia","Myanmar","MMR",54045422,11638,278
"1498","2020-09","Asia","Nepal","NPL",28608715,37697,270
"1499","2020-09","Asia","Oman","OMN",4974992,13041,258
"1500","2020-09","Asia","Pakistan","PAK",216565317,16414,185
"1501","2020-09","Asia","Palestine","PSE",4981422,21052,194
"1502","2020-09","Asia","Philippines","PHL",108116622,91907,1928
"1503","2020-09","Asia","Qatar","QAT",2832071,6958,17
"1504","2020-09","Asia","Saudi_Arabia","SAU",34268529,19366,869
"1505","2020-09","Asia","Singapore","SGP",5804343,971,0
"1506","2020-09","Asia","South_Korea","KOR",51225321,3865,89
"1507","2020-09","Asia","Sri_Lanka","LKA",21323734,362,1
"1508","2020-09","Asia","Syria","SYR",17070132,1445,88
"1509","2020-09","Asia","Taiwan","CNG1925",23773881,26,0
"1510","2020-09","Asia","Tajikistan","TJK",9321023,1176,7
"1511","2020-09","Asia","Thailand","THA",69625581,152,1
"1512","2020-09","Asia","Timor_Leste","TLS",1293120,1,0
"1513","2020-09","Asia","United_Arab_Emirates","ARE",9770526,23400,34
"1514","2020-09","Asia","Uzbekistan","UZB",32981715,14868,151
"1515","2020-09","Asia","Vietnam","VNM",96462108,54,3
"1516","2020-09","Asia","Yemen","YEM",29161922,82,24
"1517","2020-09","Europe","Albania","ALB",2862427,4138,104
"1518","2020-09","Europe","Andorra","AND",76177,842,0
"1519","2020-09","Europe","Armenia","ARM",2957728,6151,81
"1520","2020-09","Europe","Austria","AUT",8858775,17389,63
"1521","2020-09","Europe","Azerbaijan","AZE",10047719,3810,59
"1522","2020-09","Europe","Belarus","BLR",9452409,6573,152
"1523","2020-09","Europe","Belgium","BEL",11455519,36970,125
"1524","2020-09","Europe","Bosnia_and_Herzegovina","BIH",3300998,7433,244
"1525","2020-09","Europe","Bulgaria","BGR",7000039,4357,201
"1526","2020-09","Europe","Croatia","HRV",4076246,6257,91
"1527","2020-09","Europe","Cyprus","CYP",875899,256,1
"1528","2020-09","Europe","Czechia","CZE",10649800,43476,213
"1529","2020-09","Europe","Denmark","DNK",5806081,10764,26
"1530","2020-09","Europe","Estonia","EST",1324820,942,0
"1531","2020-09","Europe","Faroe_Islands","FRO",48677,52,0
"1532","2020-09","Europe","Finland","FIN",5517919,1815,8
"1533","2020-09","Europe","France","FRA",67012883,272747,1287
"1534","2020-09","Europe","Georgia","GEO",3996762,4379,14
"1535","2020-09","Europe","Germany","DEU",83019213,46838,190
"1536","2020-09","Europe","Gibraltar","GIB",33706,106,0
"1537","2020-09","Europe","Greece","GRC",10724599,7989,126
"1538","2020-09","Europe","Guernsey","GGY",64468,4,0
"1539","2020-09","Europe","Holy_See","VAT",815,0,0
"1540","2020-09","Europe","Hungary","HUN",9772756,20500,151
"1541","2020-09","Europe","Iceland","ISL",356991,590,0
"1542","2020-09","Europe","Ireland","IRL",4904240,6980,26
"1543","2020-09","Europe","Isle_of_Man","IMN",84589,4,0
"1544","2020-09","Europe","Italy","ITA",60359546,44793,398
"1545","2020-09","Europe","Jersey","JEY",107796,41,0
"1546","2020-09","Europe","Kosovo","XKX",1798506,2240,109
"1547","2020-09","Europe","Latvia","LVA",1919968,336,3
"1548","2020-09","Europe","Liechtenstein","LIE",38378,12,0
"1549","2020-09","Europe","Lithuania","LTU",2794184,1704,6
"1550","2020-09","Europe","Luxembourg","LUX",613894,1806,0
"1551","2020-09","Europe","Malta","MLT",493559,1164,22
"1552","2020-09","Europe","Moldova","MDA",4043258,15329,318
"1553","2020-09","Europe","Monaco","MCO",33085,83,0
"1554","2020-09","Europe","Montenegro","MNE",622182,5785,66
"1555","2020-09","Europe","Netherlands","NLD",17282163,47349,169
"1556","2020-09","Europe","North_Macedonia","MKD",2077132,3859,153
"1557","2020-09","Europe","Norway","NOR",5328212,3245,10
"1558","2020-09","Europe","Poland","POL",37972812,23092,450
"1559","2020-09","Europe","Portugal","PRT",10276617,16949,144
"1560","2020-09","Europe","Romania","ROU",19414458,38629,1214
"1561","2020-09","Europe","Russia","RUS",145872260,177479,3452
"1562","2020-09","Europe","San_Marino","SMR",34453,17,0
"1563","2020-09","Europe","Serbia","SRB",6963764,2114,38
"1564","2020-09","Europe","Slovakia","SVK",5450421,5698,12
"1565","2020-09","Europe","Slovenia","SVN",2080908,2622,10
"1566","2020-09","Europe","Spain","ESP",46937060,306330,2697
"1567","2020-09","Europe","Sweden","SWE",10230185,8913,51
"1568","2020-09","Europe","Switzerland","CHE",8544527,10845,57
"1569","2020-09","Europe","Turkey","TUR",82003882,48726,1804
"1570","2020-09","Europe","Ukraine","UKR",43993643,85858,1538
"1571","2020-09","Europe","United_Kingdom","GBR",66647112,111689,573
"1572","2020-09","Oceania","Australia","AUS",25203200,1393,271
"1573","2020-09","Oceania","Fiji","FJI",889955,4,0
"1574","2020-09","Oceania","French_Polynesia","PYF",279285,1246,7
"1575","2020-09","Oceania","Guam","GUM",167295,1096,37
"1576","2020-09","Oceania","New_Caledonia","NCL",282757,4,0
"1577","2020-09","Oceania","New_Zealand","NZL",4783062,93,3
"1578","2020-09","Oceania","Northern_Mariana_Islands","MNP",57213,14,0
"1579","2020-09","Oceania","Papua_New_Guinea","PNG",8776119,75,2
"1580","2020-10","Africa","Algeria","DZA",43053054,6283,230
"1581","2020-10","Africa","Angola","AGO",31825299,5364,96
"1582","2020-10","Africa","Benin","BEN",11801151,303,1
"1583","2020-10","Africa","Botswana","BWA",2303703,3470,8
"1584","2020-10","Africa","Burkina_Faso","BFA",20321383,445,9
"1585","2020-10","Africa","Burundi","BDI",11530577,76,0
"1586","2020-10","Africa","Cameroon","CMR",25876387,955,8
"1587","2020-10","Africa","Cape_Verde","CPV",549936,2794,36
"1588","2020-10","Africa","Central_African_Republic","CAF",4745179,41,0
"1589","2020-10","Africa","Chad","TCD",15946882,290,13
"1590","2020-10","Africa","Comoros","COM",850891,58,0
"1591","2020-10","Africa","Congo","COG",5380504,201,3
"1592","2020-10","Africa","Cote_dIvoire","CIV",25716554,1023,4
"1593","2020-10","Africa","Democratic_Republic_of_the_Congo","COD",86790568,675,35
"1594","2020-10","Africa","Djibouti","DJI",973557,143,0
"1595","2020-10","Africa","Egypt","EGY",100388076,4297,344
"1596","2020-10","Africa","Equatorial_Guinea","GNQ",1355982,58,0
"1597","2020-10","Africa","Eritrea","ERI",3497117,86,0
"1598","2020-10","Africa","Eswatini","SWZ",1148133,447,9
"1599","2020-10","Africa","Ethiopia","ETH",112078727,21205,273
"1600","2020-10","Africa","Gabon","GAB",2172578,216,1
"1601","2020-10","Africa","Gambia","GMB",2347696,91,7
"1602","2020-10","Africa","Ghana","GHA",30417858,1573,19
"1603","2020-10","Africa","Guinea","GIN",12771246,1438,6
"1604","2020-10","Africa","Guinea_Bissau","GNB",1920917,79,2
"1605","2020-10","Africa","Kenya","KEN",52573967,15419,274
"1606","2020-10","Africa","Lesotho","LSO",2125267,371,8
"1607","2020-10","Africa","Liberia","LBR",4937374,83,0
"1608","2020-10","Africa","Libya","LBY",6777453,26614,307
"1609","2020-10","Africa","Madagascar","MDG",26969306,591,15
"1610","2020-10","Africa","Malawi","MWI",18628749,151,5
"1611","2020-10","Africa","Mali","MLI",19658023,455,6
"1612","2020-10","Africa","Mauritania","MRT",4525698,203,2
"1613","2020-10","Africa","Mauritius","MUS",1269670,60,0
"1614","2020-10","Africa","Morocco","MAR",36471766,94111,1473
"1615","2020-10","Africa","Mozambique","MOZ",30366043,4221,32
"1616","2020-10","Africa","Namibia","NAM",2494524,1767,12
"1617","2020-10","Africa","Niger","NER",23310719,24,0
"1618","2020-10","Africa","Nigeria","NGA",200963603,4044,33
"1619","2020-10","Africa","Rwanda","RWA",12626938,298,6
"1620","2020-10","Africa","Sao_Tome_and_Principe","STP",215048,34,1
"1621","2020-10","Africa","Senegal","SEN",16296362,660,13
"1622","2020-10","Africa","Seychelles","SYC",97741,10,0
"1623","2020-10","Africa","Sierra_Leone","SLE",7813207,143,2
"1624","2020-10","Africa","Somalia","SOM",15442906,353,5
"1625","2020-10","Africa","South_Africa","ZAF",58558267,51110,2563
"1626","2020-10","Africa","South_Sudan","SSD",11062114,203,9
"1627","2020-10","Africa","Sudan","SDN",42813237,159,1
"1628","2020-10","Africa","Togo","TGO",8082359,553,7
"1629","2020-10","Africa","Tunisia","TUN",11694721,42408,1071
"1630","2020-10","Africa","Uganda","UGA",44269587,4393,35
"1631","2020-10","Africa","United_Republic_of_Tanzania","TZA",58005461,0,0
"1632","2020-10","Africa","Western_Sahara","ESH",582458,0,0
"1633","2020-10","Africa","Zambia","ZMB",17861034,1700,17
"1634","2020-10","Africa","Zimbabwe","ZWE",14645473,525,14
"1635","2020-10","America","Anguilla","AIA",14872,0,0
"1636","2020-10","America","Antigua_and_Barbuda","ATG",97115,26,0
"1637","2020-10","America","Argentina","ARG",44780675,420570,14273
"1638","2020-10","America","Aruba","ABW",106310,538,11
"1639","2020-10","America","Bahamas","BHS",389486,2741,51
"1640","2020-10","America","Barbados","BRB",287021,46,0
"1641","2020-10","America","Belize","BLZ",390351,1519,32
"1642","2020-10","America","Bermuda","BMU",62508,18,0
"1643","2020-10","America","Bolivia","BOL",11513102,6990,784
"1644","2020-10","America","Bonaire, Saint Eustatius and Saba","BES",25983,47,2
"1645","2020-10","America","Brazil","BRA",211049519,739136,16556
"1646","2020-10","America","British_Virgin_Islands","VGB",30033,1,0
"1647","2020-10","America","Canada","CAN",37411038,75038,819
"1648","2020-10","America","Cayman_Islands","CYM",64948,29,0
"1649","2020-10","America","Chile","CHL",18952035,47271,1433
"1650","2020-10","America","Colombia","COL",50339443,239109,5307
"1651","2020-10","America","Costa_Rica","CRI",5047561,34262,491
"1652","2020-10","America","Cuba","CUB",11333484,1270,6
"1653","2020-10","America","Curacao","CUW",163423,574,0
"1654","2020-10","America","Dominica","DMA",71808,18,0
"1655","2020-10","America","Dominican_Republic","DOM",10738957,14432,135
"1656","2020-10","America","Ecuador","ECU",17373657,31398,1320
"1657","2020-10","America","El_Salvador","SLV",6453550,4464,132
"1658","2020-10","America","Falkland_Islands_(Malvinas)","FLK",3372,0,0
"1659","2020-10","America","Greenland","GRL",56660,3,0
"1660","2020-10","America","Grenada","GRD",112002,4,0
"1661","2020-10","America","Guatemala","GTM",17581476,16371,476
"1662","2020-10","America","Guyana","GUY",782775,1297,46
"1663","2020-10","America","Haiti","HTI",11263079,307,3
"1664","2020-10","America","Honduras","HND",9746115,20790,346
"1665","2020-10","America","Jamaica","JAM",2948277,2623,105
"1666","2020-10","America","Mexico","MEX",127575529,134737,14126
"1667","2020-10","America","Montserrat","MSF",4991,0,0
"1668","2020-10","America","Nicaragua","NIC",6545503,344,5
"1669","2020-10","America","Panama","PAN",4246440,21014,324
"1670","2020-10","America","Paraguay","PRY",7044639,22495,546
"1671","2020-10","America","Peru","PER",32510462,88412,2015
