"","year_month","continent","countries_and_territories","country_territory_code","population_2019","cases","deaths"
"2114","2020-12","Asia","India","IND",1366417756,452409,6216
"2115","2020-12","Asia","Indonesia","IDN",270625567,83554,2004
"2116","2020-12","Asia","Iran","IRN",82913893,159520,4321
"2117","2020-12","Asia","Iraq","IRQ",39309789,24199,355
"2118","2020-12","Asia","Israel","ISR",8519373,21879,135
"2119","2020-12","Asia","Japan","JPN",126860299,32893,466
"2120","2020-12","Asia","Jordan","JOR",10101697,45307,671
"2121","2020-12","Asia","Kazakhstan","KAZ",18551428,12471,119
"2122","2020-12","Asia","Kuwait","KWT",4207077,3792,33
"2123","2020-12","Asia","Kyrgyzstan","KGZ",6415851,4867,41
"2124","2020-12","Asia","Laos","LAO",7169456,2,0
"2125","2020-12","Asia","Lebanon","LBN",6855709,19576,196
"2126","2020-12","Asia","Malaysia","MYS",31949789,18990,58
"2127","2020-12","Asia","Maldives","MDV",530957,374,2
"2128","2020-12","Asia","Mongolia","MNG",3225166,121,0
"2129","2020-12","Asia","Myanmar","MMR",54045422,18856,350
"2130","2020-12","Asia","Nepal","NPL",28608715,16445,219
"2131","2020-12","Asia","Oman","OMN",4974992,2756,53
"2132","2020-12","Asia","Pakistan","PAK",216565317,42763,807
"2133","2020-12","Asia","Palestine","PSE",4981422,27869,272
"2134","2020-12","Asia","Philippines","PHL",108116622,19536,360
"2135","2020-12","Asia","Qatar","QAT",2832071,2313,3
"2136","2020-12","Asia","Saudi_Arabia","SAU",34268529,2760,164
"2137","2020-12","Asia","Singapore","SGP",5804343,107,0
"2138","2020-12","Asia","South_Korea","KOR",51225321,9283,61
"2139","2020-12","Asia","Sri_Lanka","LKA",21323734,9306,36
"2140","2020-12","Asia","Syria","SYR",17070132,1369,105
"2141","2020-12","Asia","Taiwan","CNG1925",23773881,65,0
"2142","2020-12","Asia","Tajikistan","TJK",9321023,549,2
"2143","2020-12","Asia","Thailand","THA",69625581,260,0
"2144","2020-12","Asia","Timor_Leste","TLS",1293120,1,0
"2145","2020-12","Asia","United_Arab_Emirates","ARE",9770526,17196,47
"2146","2020-12","Asia","Uzbekistan","UZB",32981715,2224,4
"2147","2020-12","Asia","Vietnam","VNM",96462108,54,0
"2148","2020-12","Asia","Yemen","YEM",29161922,6,1
"2149","2020-12","Europe","Albania","ALB",2862427,10905,205
"2150","2020-12","Europe","Andorra","AND",76177,626,3
"2151","2020-12","Europe","Armenia","ARM",2957728,13558,339
"2152","2020-12","Europe","Austria","AUT",8858775,41854,1496
"2153","2020-12","Europe","Azerbaijan","AZE",10047719,57679,561
"2154","2020-12","Europe","Belarus","BLR",9452409,25287,112
"2155","2020-12","Europe","Belgium","BEL",11455519,30170,1196
"2156","2020-12","Europe","Bosnia_and_Herzegovina","BIH",3300998,13743,716
"2157","2020-12","Europe","Bulgaria","BGR",7000039,36963,1874
"2158","2020-12","Europe","Croatia","HRV",4076246,49274,928
"2159","2020-12","Europe","Cyprus","CYP",875899,4718,30
"2160","2020-12","Europe","Czechia","CZE",10649800,61356,1471
"2161","2020-12","Europe","Denmark","DNK",5806081,30406,112
"2162","2020-12","Europe","Estonia","EST",1324820,6003,37
"2163","2020-12","Europe","Faroe_Islands","FRO",48677,26,0
"2164","2020-12","Europe","Finland","FIN",5517919,6181,60
"2165","2020-12","Europe","France","FRA",67012883,158369,5586
"2166","2020-12","Europe","Georgia","GEO",3996762,55479,572
"2167","2020-12","Europe","Germany","DEU",83019213,283209,5727
"2168","2020-12","Europe","Gibraltar","GIB",33706,61,0
"2169","2020-12","Europe","Greece","GRC",10724599,20307,1304
"2170","2020-12","Europe","Guernsey","GGY",64468,3,0
"2171","2020-12","Europe","Holy_See","VAT",815,0,0
"2172","2020-12","Europe","Hungary","HUN",9772756,66748,2307
"2173","2020-12","Europe","Iceland","ISL",356991,176,2
"2174","2020-12","Europe","Ireland","IRL",4904240,3944,72
"2175","2020-12","Europe","Isle_of_Man","IMN",84589,1,0
"2176","2020-12","Europe","Italy","ITA",60359546,258534,9616
"2177","2020-12","Europe","Jersey","JEY",107796,851,0
"2178","2020-12","Europe","Kosovo","XKX",1798506,7523,193
"2179","2020-12","Europe","Latvia","LVA",1919968,8700,152
"2180","2020-12","Europe","Liechtenstein","LIE",38378,241,3
"2181","2020-12","Europe","Lithuania","LTU",2794184,33696,319
"2182","2020-12","Europe","Luxembourg","LUX",613894,7299,90
"2183","2020-12","Europe","Malta","MLT",493559,1349,33
"2184","2020-12","Europe","Moldova","MDA",4043258,19501,282
"2185","2020-12","Europe","Monaco","MCO",33085,60,0
"2186","2020-12","Europe","Montenegro","MNE",622182,6545,95
"2187","2020-12","Europe","Netherlands","NLD",17282163,94473,698
"2188","2020-12","Europe","North_Macedonia","MKD",2077132,12095,390
"2189","2020-12","Europe","Norway","NOR",5328212,5275,59
"2190","2020-12","Europe","Poland","POL",37972812,150601,5835
"2191","2020-12","Europe","Portugal","PRT",10276617,53945,1132
"2192","2020-12","Europe","Romania","ROU",19414458,84799,2192
"2193","2020-12","Europe","Russia","RUS",145872260,384612,7414
"2194","2020-12","Europe","San_Marino","SMR",34453,361,6
"2195","2020-12","Europe","Serbia","SRB",6963764,97218,782
"2196","2020-12","Europe","Slovakia","SVK",5450421,27251,359
"2197","2020-12","Europe","Slovenia","SVN",2080908,20933,532
"2198","2020-12","Europe","Spain","ESP",46937060,82388,2555
"2199","2020-12","Europe","Sweden","SWE",10230185,62536,374
"2200","2020-12","Europe","Switzerland","CHE",8544527,55312,1142
"2201","2020-12","Europe","Turkey","TUR",82003882,409380,2641
"2202","2020-12","Europe","Ukraine","UKR",43993643,177987,3034
"2203","2020-12","Europe","United_Kingdom","GBR",66647112,232076,5925
"2204","2020-12","Oceania","Australia","AUS",25203200,138,1
"2205","2020-12","Oceania","Fiji","FJI",889955,4,0
"2206","2020-12","Oceania","French_Polynesia","PYF",279285,1522,18
"2207","2020-12","Oceania","Guam","GUM",167295,288,6
"2208","2020-12","Oceania","Marshall_Islands","MHL",58791,0,0
"2209","2020-12","Oceania","New_Caledonia","NCL",282757,4,0
"2210","2020-12","Oceania","New_Zealand","NZL",4783062,40,0
"2211","2020-12","Oceania","Northern_Mariana_Islands","MNP",57213,7,0
"2212","2020-12","Oceania","Papua_New_Guinea","PNG",8776119,70,1
"2213","2020-12","Oceania","Solomon_Islands","SLB",669821,0,0
"2214","2020-12","Oceania","Vanuatu","VUT",299882,0,0
